epoch,loss,reconstruction_loss,rvqvae_loss,val_loss,val_reconstruction_loss,val_rvqvae_loss
0,0.9580764770507812,0.957679808139801,0.0003964738280046731,0.79402756690979,0.792983889579773,0.0010436645243316889
1,0.6822995543479919,0.6794612407684326,0.0028380625881254673,0.5064151883125305,0.5020071268081665,0.004408038221299648
2,0.47956526279449463,0.47304460406303406,0.006520656868815422,0.38214319944381714,0.3734574019908905,0.008685814216732979
3,0.3840124309062958,0.37293460965156555,0.011077884584665298,0.32182836532592773,0.30933648347854614,0.012491895817220211
4,0.33615654706954956,0.32109689712524414,0.015059650875627995,0.29109305143356323,0.2757076323032379,0.015385458245873451
5,0.306576132774353,0.2892604172229767,0.017315683886408806,0.2700375020503998,0.2532866895198822,0.016750840470194817
6,0.2908705472946167,0.27154386043548584,0.01932666450738907,0.2591167688369751,0.24062462151050568,0.01849214918911457
7,0.2762579619884491,0.2554546594619751,0.020803341642022133,0.25000303983688354,0.23047904670238495,0.01952400431036949
8,0.2678684890270233,0.24581919610500336,0.02204921655356884,0.23788294196128845,0.21782846748828888,0.02005450427532196
9,0.25740090012550354,0.2345905750989914,0.022810406982898712,0.23039034008979797,0.2097645103931427,0.020625827834010124
10,0.24861226975917816,0.22530411183834076,0.023308206349611282,0.2229902744293213,0.20193879306316376,0.02105146087706089
11,0.2414950430393219,0.21737943589687347,0.024115653708577156,0.21672745048999786,0.19524511694908142,0.021482335403561592
12,0.23276783525943756,0.2083902209997177,0.02437766082584858,0.21053898334503174,0.18882830440998077,0.021710682660341263
13,0.227505162358284,0.20276278257369995,0.024742400273680687,0.2041444033384323,0.18178369104862213,0.022360732778906822
14,0.2229081690311432,0.19741930067539215,0.025488901883363724,0.20063595473766327,0.17761555314064026,0.023020397871732712
15,0.21745538711547852,0.19133172929286957,0.02612367272377014,0.19565396010875702,0.17220143973827362,0.02345251478254795
16,0.21302494406700134,0.18608318269252777,0.02694176323711872,0.19219298660755157,0.16791631281375885,0.024276655167341232
17,0.2098226100206375,0.18166197836399078,0.02816065587103367,0.18954351544380188,0.1640806794166565,0.02546285092830658
18,0.2081388533115387,0.17871424555778503,0.029424570500850677,0.18627579510211945,0.1601143181324005,0.02616148628294468
19,0.20385651290416718,0.17387305200099945,0.02998347394168377,0.18470576405525208,0.15744991600513458,0.027255842462182045
20,0.20134925842285156,0.1700967401266098,0.03125251829624176,0.18399854004383087,0.1549571305513382,0.029041418805718422
21,0.19843396544456482,0.1659296452999115,0.03250431641936302,0.1813230961561203,0.15095597505569458,0.030367117375135422
22,0.19613021612167358,0.16206589341163635,0.03406432643532753,0.17936597764492035,0.1475473940372467,0.03181859850883484
23,0.19391636550426483,0.15827713906764984,0.035639215260744095,0.17954334616661072,0.1455853283405304,0.03395804017782211
24,0.19239424169063568,0.15511645376682281,0.03727778047323227,0.17724254727363586,0.14169585704803467,0.03554669767618179
25,0.19022081792354584,0.1509438306093216,0.03927696496248245,0.17533700168132782,0.13791951537132263,0.037417493760585785
26,0.1883508265018463,0.1469840407371521,0.041366759687662125,0.1734970510005951,0.13424155116081238,0.03925550356507301
27,0.18783631920814514,0.14434610307216644,0.04349023848772049,0.1708538681268692,0.13020652532577515,0.04064735025167465
28,0.1864551156759262,0.14136183261871338,0.045093342661857605,0.17021390795707703,0.12829916179180145,0.04191472753882408
29,0.1854558140039444,0.13802078366279602,0.04743502289056778,0.1695801317691803,0.1256166398525238,0.0439634844660759
30,0.1827157884836197,0.13387168943881989,0.0488441027700901,0.16777852177619934,0.12186583131551743,0.045912712812423706
31,0.18301816284656525,0.13197222352027893,0.051045943051576614,0.16749416291713715,0.1199035495519638,0.04759060591459274
32,0.18364983797073364,0.13030293583869934,0.053346872329711914,0.16806761920452118,0.11845634132623672,0.04961129277944565
33,0.1819067895412445,0.1273372769355774,0.05456953123211861,0.1698305904865265,0.11851497739553452,0.05131560564041138
34,0.1825803816318512,0.12609638273715973,0.05648397281765938,0.16865405440330505,0.11622260510921478,0.052431441843509674
35,0.18128597736358643,0.123941570520401,0.05734437704086304,0.16703467071056366,0.11370828002691269,0.05332640931010246
36,0.18014341592788696,0.12188512831926346,0.05825826898217201,0.16602738201618195,0.11215553432703018,0.05387184023857117
37,0.17843200266361237,0.11964153498411179,0.05879046767950058,0.16457733511924744,0.10997694730758667,0.05460038036108017
38,0.17825369536876678,0.11814255267381668,0.06011112034320831,0.16380420327186584,0.10883691161870956,0.05496727675199509
39,0.1782400757074356,0.11715792864561081,0.06108216941356659,0.16290567815303802,0.1071195974946022,0.05578608438372612
