epoch,loss,reconstruction_loss,rvqvae_loss,val_loss,val_reconstruction_loss,val_rvqvae_loss
0,0.9615535736083984,0.9606335163116455,0.0009199250489473343,0.836224377155304,0.8326728940010071,0.003551434027031064
1,0.7645289897918701,0.7499857544898987,0.014543208293616772,0.6096124649047852,0.583445131778717,0.02616731822490692
2,0.6020642518997192,0.5687577724456787,0.03330649808049202,0.5130732655525208,0.4738655090332031,0.03920774906873703
3,0.5218241214752197,0.4812670648097992,0.040557198226451874,0.4565303921699524,0.4135545790195465,0.042975787073373795
4,0.4796370565891266,0.43511122465133667,0.04452568292617798,0.4238641858100891,0.3783102035522461,0.045553967356681824
5,0.4475264251232147,0.3981277644634247,0.04939853027462959,0.4050995707511902,0.3533570170402527,0.05174259468913078
6,0.4342787563800812,0.376163125038147,0.05811559781432152,0.39667609333992004,0.33600476384162903,0.060671351850032806
7,0.42755362391471863,0.35974210500717163,0.06781148165464401,0.3967023193836212,0.3264564573764801,0.07024584710597992
8,0.4209703505039215,0.3438418209552765,0.07712853699922562,0.39522784948349,0.31569427251815796,0.07953359186649323
9,0.4187929928302765,0.33202144503593445,0.08677162975072861,0.39601173996925354,0.307961642742157,0.08805008232593536
10,0.4217321276664734,0.32548290491104126,0.09624923020601273,0.3932111859321594,0.29799723625183105,0.09521396458148956
11,0.4179091453552246,0.31484654545783997,0.10306265950202942,0.3951602578163147,0.2933102250099182,0.10185001790523529
12,0.4172666370868683,0.30811822414398193,0.10914842784404755,0.3929881453514099,0.286284863948822,0.10670330375432968
13,0.41306963562965393,0.3000756800174713,0.11299393326044083,0.3888659179210663,0.27876490354537964,0.11010100692510605
14,0.41528692841529846,0.29791274666786194,0.1173742488026619,0.3845885694026947,0.2719871401786804,0.11260144412517548
15,0.4093132019042969,0.28993114829063416,0.11938201636075974,0.381185382604599,0.2671204209327698,0.11406496912240982
16,0.40394580364227295,0.2835180163383484,0.12042781710624695,0.37759828567504883,0.26245737075805664,0.1151408776640892
17,0.3975770175457001,0.27680182456970215,0.12077522277832031,0.37374767661094666,0.25792810320854187,0.11581957340240479
18,0.3969198167324066,0.2746950387954712,0.12222480028867722,0.37025782465934753,0.25386685132980347,0.11639094352722168
19,0.3876626193523407,0.2666245102882385,0.1210380494594574,0.3656233847141266,0.24923427402973175,0.11638911813497543
20,0.38249626755714417,0.26094508171081543,0.12155116349458694,0.361441433429718,0.2448161095380783,0.11662532389163971
21,0.37883633375167847,0.25659602880477905,0.12224031239748001,0.35721927881240845,0.24046823382377625,0.1167510375380516
22,0.37316638231277466,0.25113576650619507,0.12203063815832138,0.3513428270816803,0.23430080711841583,0.11704202741384506
23,0.3685269355773926,0.2454683929681778,0.12305853515863419,0.346426784992218,0.22925111651420593,0.11717566102743149
24,0.36113670468330383,0.23804807662963867,0.12308862805366516,0.34299546480178833,0.2249213010072708,0.11807416379451752
25,0.3592192232608795,0.2348114401102066,0.12440783530473709,0.33856499195098877,0.21990160644054413,0.11866337060928345
26,0.3550599217414856,0.22943109273910522,0.12562881410121918,0.3350207805633545,0.21565082669258118,0.11936996132135391
27,0.3507646322250366,0.2239619791507721,0.12680263817310333,0.33119726181030273,0.21046647429466248,0.12073077261447906
28,0.3489246070384979,0.22009135782718658,0.12883323431015015,0.3283205032348633,0.20627836883068085,0.12204213440418243
29,0.34426987171173096,0.2145681232213974,0.12970173358917236,0.3247288465499878,0.20192007720470428,0.1228087767958641
30,0.3425620198249817,0.2110520452260971,0.13151001930236816,0.3211790919303894,0.19745692610740662,0.12372217327356339
31,0.3385498821735382,0.20670102536678314,0.13184884190559387,0.31773510575294495,0.19339969754219055,0.12433543056249619
32,0.3354451358318329,0.20278488099575043,0.13266023993492126,0.3151859641075134,0.19032956659793854,0.12485644966363907
33,0.3319357633590698,0.19897855818271637,0.13295720517635345,0.3122507929801941,0.18689259886741638,0.1253581941127777
34,0.32925260066986084,0.1960698515176773,0.13318273425102234,0.3104884624481201,0.18482491374015808,0.12566354870796204
35,0.32631102204322815,0.19288334250450134,0.1334277242422104,0.3097614347934723,0.1834820806980133,0.12627935409545898
36,0.3209323585033417,0.18836712837219238,0.1325651854276657,0.3056071400642395,0.17968550324440002,0.12592166662216187
37,0.32045233249664307,0.18679995834827423,0.13365237414836884,0.30280473828315735,0.17675568163394928,0.12604904174804688
38,0.3181079924106598,0.1843450516462326,0.1337628960609436,0.30076417326927185,0.17471274733543396,0.1260513961315155
39,0.3156130611896515,0.18165789544582367,0.1339552104473114,0.2985708713531494,0.17248056828975677,0.12609031796455383
