epoch,loss,reconstruction_loss,rvqvae_loss,val_loss,val_reconstruction_loss,val_rvqvae_loss
0,0.965506374835968,0.964316725730896,0.0011899679666385055,0.8612791299819946,0.8565239906311035,0.0047550504095852375
1,0.8152565360069275,0.7956693172454834,0.01958724856376648,0.6982043385505676,0.6624442338943481,0.03576012700796127
2,0.7023202776908875,0.6597324013710022,0.04258789122104645,0.6111820936203003,0.5614043474197388,0.04977768287062645
3,0.6239751577377319,0.5749602317810059,0.04901491478085518,0.5468569993972778,0.49211016297340393,0.054746855050325394
4,0.5821854472160339,0.5224181413650513,0.05976732075214386,0.5281407833099365,0.45883527398109436,0.06930553913116455
5,0.573512613773346,0.49395430088043213,0.07955824583768845,0.5408128499984741,0.4460265636444092,0.09478621184825897
6,0.5974153280258179,0.4848698675632477,0.11254536360502243,0.5686312913894653,0.43729907274246216,0.13133221864700317
7,0.6200127601623535,0.46766090393066406,0.1523519605398178,0.6048055291175842,0.42878055572509766,0.1760249137878418
8,0.6591716408729553,0.45999959111213684,0.1991719752550125,0.6459512114524841,0.4234009385108948,0.22255030274391174
9,0.7011494636535645,0.45350152254104614,0.24764785170555115,0.6858583092689514,0.4188746511936188,0.26698359847068787
10,0.7357563376426697,0.4443887770175934,0.2913675308227539,0.7192778587341309,0.41132888197898865,0.307949036359787
11,0.76841139793396,0.4369391202926636,0.33147233724594116,0.7442690134048462,0.40320760011672974,0.34106144309043884
12,0.7992910146713257,0.4327271580696106,0.36656367778778076,0.7625161409378052,0.3957764506340027,0.3667396605014801
13,0.8131109476089478,0.4233318269252777,0.3897791802883148,0.7710022926330566,0.38676801323890686,0.38423430919647217
14,0.8231838345527649,0.4151407480239868,0.40804317593574524,0.7752106785774231,0.37945643067359924,0.3957541584968567
15,0.8230563998222351,0.4049493968486786,0.4181070327758789,0.7737943530082703,0.3711652159690857,0.4026290774345398
16,0.8216256499290466,0.3963075876235962,0.42531806230545044,0.7701142430305481,0.36363309621810913,0.4064810872077942
17,0.8194544315338135,0.3888825476169586,0.43057191371917725,0.7644190788269043,0.3558548092842102,0.4085642695426941
18,0.8115133047103882,0.37996482849121094,0.43154841661453247,0.7583906650543213,0.349875271320343,0.40851539373397827
19,0.8111795783042908,0.3748124837875366,0.43636706471443176,0.7524449229240417,0.34307560324668884,0.4093693196773529
20,0.8014683127403259,0.3660764992237091,0.435391902923584,0.7470690011978149,0.3379371762275696,0.4091317653656006
21,0.7987331748008728,0.3620868921279907,0.43664634227752686,0.737922191619873,0.33249831199645996,0.4054238796234131
22,0.7853829860687256,0.3526969850063324,0.4326860308647156,0.7326120138168335,0.3276063799858093,0.4050056040287018
23,0.7794182300567627,0.3475874364376068,0.4318307638168335,0.7237078547477722,0.3220456838607788,0.4016621708869934
24,0.774754524230957,0.34231454133987427,0.43244001269340515,0.7173724174499512,0.3174723982810974,0.39989998936653137
25,0.7604984045028687,0.33423230051994324,0.4262661039829254,0.7085620760917664,0.3127673268318176,0.39579468965530396
26,0.7547360062599182,0.33014920353889465,0.4245869517326355,0.6992455720901489,0.3078151345252991,0.3914303481578827
27,0.7489429712295532,0.3255957365036011,0.4233471155166626,0.693881630897522,0.30357423424720764,0.3903074264526367
28,0.7424152493476868,0.3204335868358612,0.42198169231414795,0.6870791912078857,0.29798462986946106,0.3890945315361023
29,0.7459932565689087,0.3196752369403839,0.42631804943084717,0.6825920343399048,0.29423731565475464,0.38835474848747253
30,0.7416849136352539,0.3148445785045624,0.42684030532836914,0.6815251111984253,0.29207122325897217,0.3894539177417755
31,0.7357236742973328,0.3102603852748871,0.4254632890224457,0.6756170988082886,0.28854912519454956,0.387067973613739
32,0.7322304248809814,0.3077203631401062,0.42451000213623047,0.671978235244751,0.2861735224723816,0.3858047127723694
33,0.7259818911552429,0.30427032709121704,0.4217114746570587,0.6684666872024536,0.2839601933956146,0.3845064640045166
34,0.7204153537750244,0.3003685772418976,0.42004692554473877,0.6631014943122864,0.2799385190010071,0.3831629455089569
35,0.715823769569397,0.2973085343837738,0.4185151159763336,0.6583772897720337,0.27728450298309326,0.3810928463935852
36,0.7090486884117126,0.2935967445373535,0.4154519736766815,0.6548892855644226,0.2757009267807007,0.3791883885860443
37,0.706585168838501,0.2921649217605591,0.41442015767097473,0.6515910029411316,0.2737705111503601,0.37782052159309387
38,0.7093470096588135,0.2915698289871216,0.4177771508693695,0.6512906551361084,0.2727479636669159,0.3785427212715149
39,0.7054712772369385,0.28890055418014526,0.41657066345214844,0.6485329866409302,0.2707037627696991,0.3778291344642639
